pair_id,original_drug_id,original_drug_name,side,atc_code,alternative_drug_id,alternative_drug_name,source_url,scraped_at
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter636,Empagliflozin,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter669,Ertugliflozin,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter706,Exenatide,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,C10A,DDInter719,Fenofibric acid,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1015,Lactic acid,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1070,Linagliptin,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1077,Liraglutide,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1082,Lixisenatide,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1203,Metronidazole (topical),https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1210,Miconazole (topical),https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1217,Miglitol,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,C10A,DDInter1228,Mipomersen,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1373,Oxyquinoline (topical),https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1374,Oxytetracycline,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,C10A,DDInter1479,Pitavastatin,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1506,Pramlintide,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1522,Probenecid,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1646,Saxagliptin,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1660,Semaglutide,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1672,Silver sulfadiazine (topical),https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1673,Simeprevir,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1679,Sitagliptin,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1720,Sulfacetamide (ophthalmic),https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1721,Sulfadiazine,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1722,Sulfadoxine,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1723,Sulfamethizole,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1727,Sulfisoxazole,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1811,Tinidazole,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,G01A,DDInter1813,Tioconazole,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1826,Tolazamide,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147393,DDInter1622,Rosuvastatin,B,A10B,DDInter1828,Tolbutamide,https://ddinter.scbdd.com/ddinter/interact/1147393,2026-09-09T19:45:02+00:00
1147743,DDInter1915,Valsartan,A,C09D,DDInter46,Aliskiren,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1915,Valsartan,A,C09D; C09C,DDInter156,Azilsartan medoxomil,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1915,Valsartan,A,C09D; C09C,DDInter658,Eprosartan,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1915,Valsartan,A,C09D,DDInter1271,Nebivolol,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1915,Valsartan,A,C09D; C09C,DDInter1330,Olmesartan,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1915,Valsartan,A,C09D,DDInter1630,Sacubitril,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter239,Brivaracetam,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter284,Cannabidiol,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter674,Eslicarbazepine,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter695,Ethosuximide,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter696,Ethotoin,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter708,Ezogabine,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter715,Felbamate,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter783,Fosphenytoin,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1014,Lacosamide,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1152,Mephenytoin,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1181,Methsuximide,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1190,Methylphenobarbital,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1392,Paramethadione,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1428,Perampanel,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1437,Phenacemide,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1446,Phensuximide,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1627,Rufinamide,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1711,Stiripentol,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1801,Tiagabine,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1871,Trimethadione,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147743,DDInter1913,Valproic acid,B,N03A,DDInter1933,Vigabatrin,https://ddinter.scbdd.com/ddinter/interact/1147743,2026-09-09T19:45:03+00:00
1147744,DDInter1565,Ramipril,A,C09B; C09A,DDInter1237,Moexipril,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1565,Ramipril,A,C09B; C09A,DDInter1843,Trandolapril,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter239,Brivaracetam,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter674,Eslicarbazepine,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter695,Ethosuximide,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter696,Ethotoin,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter708,Ezogabine,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter715,Felbamate,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1014,Lacosamide,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1152,Mephenytoin,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1181,Methsuximide,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1190,Methylphenobarbital,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1392,Paramethadione,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1428,Perampanel,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1437,Phenacemide,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1446,Phensuximide,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1627,Rufinamide,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1711,Stiripentol,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1871,Trimethadione,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147744,DDInter1913,Valproic acid,B,N03A,DDInter1933,Vigabatrin,https://ddinter.scbdd.com/ddinter/interact/1147744,2026-09-09T19:45:06+00:00
1147747,DDInter743,Fluconazole,A,J01R,DDInter66,Amikacin,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J01R,DDInter67,Amikacin (liposome),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A,DDInter86,Amphotericin B (cholesteryl sulfate),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A,DDInter87,Amphotericin B (lipid complex),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A,DDInter88,Amphotericin B (liposomal),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A,DDInter97,Anidulafungin,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,D01A,DDInter377,Ciclopirox,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,D01A,DDInter616,Econazole,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,D01A,DDInter617,Econazole (topical),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A; D01A,DDInter744,Flucytosine,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,D01A,DDInter843,Griseofulvin,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J01R,DDInter1055,Levofloxacin,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J01R,DDInter1203,Metronidazole (topical),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A,DDInter1208,Micafungin,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A; D01A,DDInter1210,Miconazole (topical),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A,DDInter1494,Posaconazole,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,D01A,DDInter1634,Salicylic acid (topical),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J01R,DDInter1649,Secnidazole,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,D01A,DDInter1655,Selenium Sulfide,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J01R,DDInter1784,Tetracycline (topical),https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,D01A,DDInter1792,Thiabendazole,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J01R,DDInter1811,Tinidazole,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,D01A,DDInter1813,Tioconazole,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter743,Fluconazole,A,J02A,DDInter1946,Voriconazole,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter674,Eslicarbazepine,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter715,Felbamate,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1014,Lacosamide,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1181,Methsuximide,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1190,Methylphenobarbital,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1392,Paramethadione,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1428,Perampanel,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1437,Phenacemide,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1446,Phensuximide,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1627,Rufinamide,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1871,Trimethadione,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147747,DDInter1913,Valproic acid,B,N03A,DDInter1933,Vigabatrin,https://ddinter.scbdd.com/ddinter/interact/1147747,2026-09-09T19:45:04+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter16,Acetohexamide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter36,Albiglutide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter51,Alogliptin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter280,Canagliflozin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter364,Chlorpropamide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter474,Dapagliflozin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter607,Dulaglutide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter636,Empagliflozin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter669,Ertugliflozin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter706,Exenatide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1070,Linagliptin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1077,Liraglutide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1082,Lixisenatide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1217,Miglitol,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1506,Pramlintide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1646,Saxagliptin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1660,Semaglutide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1679,Sitagliptin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1826,Tolazamide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter825,Glimepiride,A,A10B,DDInter1881,Troglitazone,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter239,Brivaracetam,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter284,Cannabidiol,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter674,Eslicarbazepine,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter695,Ethosuximide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter696,Ethotoin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter708,Ezogabine,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter715,Felbamate,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1014,Lacosamide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1152,Mephenytoin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1181,Methsuximide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1190,Methylphenobarbital,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1360,Oxcarbazepine,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1392,Paramethadione,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1428,Perampanel,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1437,Phenacemide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1442,Phenobarbital,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1446,Phensuximide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1521,Primidone,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1627,Rufinamide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1711,Stiripentol,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1801,Tiagabine,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1871,Trimethadione,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1933,Vigabatrin,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147756,DDInter1913,Valproic acid,B,N03A,DDInter1971,Zonisamide,https://ddinter.scbdd.com/ddinter/interact/1147756,2026-09-09T19:45:07+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter239,Brivaracetam,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter284,Cannabidiol,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter674,Eslicarbazepine,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter695,Ethosuximide,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter696,Ethotoin,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter708,Ezogabine,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter715,Felbamate,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter1014,Lacosamide,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter1152,Mephenytoin,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter1181,Methsuximide,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter1190,Methylphenobarbital,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
1147771,DDInter1913,Valproic acid,A,N03A,DDInter1392,Paramethadione,https://ddinter.scbdd.com/ddinter/interact/1147771,2026-09-09T19:45:05+00:00
